order_item_id,order_id,product_id,quantity,unit_price
612,207,8,5,308.94
613,207,52,5,193.95
614,208,51,2,439.52
615,208,2,3,337.85
616,208,91,5,87.35
617,208,50,2,199.44
618,208,32,1,194.07
619,209,117,6,196.3
620,209,17,6,290.3
621,209,37,1,419.85
623,210,134,2,108.31
624,210,138,5,272.29
626,211,59,1,38.42
627,211,141,6,357.32
628,211,85,5,51.12
629,212,128,2,410.67
630,212,32,2,162.51
631,212,36,1,454.08
632,213,96,4,172.66
633,213,12,5,115.86
634,214,112,3,213.16
635,214,92,1,104.18
636,214,93,3,241.9
637,215,16,4,489.41
638,215,114,1,253.12
639,215,47,2,168.17
640,215,136,2,95.41
641,216,115,3,224.32
642,217,123,6,171.11
643,217,103,6,303.06
644,218,122,4,347.96
645,218,134,5,90.65
646,218,61,3,344.59
647,218,38,5,44.65
648,218,116,3,159.19
653,220,119,6,214.69
654,221,43,3,441.87
655,221,142,5,189.27
663,224,9,3,80.67
664,224,141,6,369.87
665,224,41,4,431.01
666,224,100,6,487.55
667,224,33,6,199.38
668,225,142,3,295.29
670,226,94,1,274.18
671,226,145,2,85.45
672,226,77,2,141.91
677,229,50,2,83.61
679,230,32,3,47.96
680,230,86,4,437.66
681,231,31,4,40.4
682,232,41,1,298.86
683,232,145,4,493.03
684,232,102,6,242.36
685,233,71,2,255.82
686,233,27,2,445.51
688,233,36,2,55.63
690,234,77,1,222.48
691,234,36,5,189.06
692,235,24,2,129.42
693,235,139,5,98.83
698,237,44,3,356.17
700,237,79,6,369.35
701,237,44,2,177.13
702,237,91,6,204.65
705,238,107,6,69.79
706,238,88,1,182.57
708,239,95,5,69.83
709,239,23,2,5.88
710,240,37,6,201.79
711,240,108,1,219.66
713,240,109,4,429.12
715,241,36,6,176.44
716,241,51,4,447.7
717,241,108,1,347.2
718,242,12,4,238.27
719,242,141,1,248.72
720,243,47,2,111.94
721,243,20,2,174.64
722,243,129,5,286.43
723,244,138,2,381.25
724,244,72,2,218.64
725,244,4,1,115.89
726,245,124,3,197.23
727,245,5,1,112.53
728,245,110,4,318.64
733,247,147,1,239.26
736,247,59,4,214.13
737,247,102,4,14.06
738,248,141,2,212.05
740,249,56,3,404.74
741,249,53,2,407.16
742,249,129,4,422.39
743,249,6,6,71.61
744,250,68,5,350.98
745,251,8,2,33.41
746,251,148,6,10.37
747,251,149,5,42.81
748,251,41,5,352.11
751,253,23,2,153.34
752,253,5,3,306.42
753,254,46,3,364.23
754,254,136,3,456.49
755,254,63,6,436.17
756,254,120,1,252.49
757,255,70,6,441.87
758,255,14,6,441.59
759,255,37,6,166.3
760,255,12,1,488.73
761,256,13,5,18.63
762,256,17,4,85.31
764,256,133,5,475.85
766,257,99,2,204.85
767,257,136,1,62.66
768,258,108,3,111.52
769,258,48,3,341.19
771,260,56,1,469.58
772,260,94,2,135.33
773,260,16,4,226.08
774,261,97,6,177.91
775,261,66,1,408.13
779,263,136,5,188.3
780,263,45,1,95.44
783,264,40,6,475.82
784,264,142,4,233.6
786,264,65,2,102.47
787,264,22,2,17.58
788,265,120,2,363.02
789,266,59,3,283.32
790,266,53,5,78.7
791,266,34,5,323.28
792,267,35,1,484.9
793,267,47,2,466.45
794,268,67,5,457.94
795,269,9,3,408.99
796,269,94,1,206.02
797,269,147,4,382.95
798,269,75,1,398.32
799,269,42,1,242.63
800,270,4,4,322.25
801,271,16,1,381.61
802,271,86,6,300.02
803,271,124,4,151.24
804,272,71,3,3.04
805,272,114,5,66.95
806,272,2,4,40.88
807,273,9,6,391.28
808,273,62,2,297.77
809,273,50,1,39.47
810,273,89,6,369.09
811,274,67,5,184.78
812,274,102,4,4.34
814,274,64,6,91.57
815,275,98,2,369.99
816,275,140,6,315.29
817,276,137,2,81.25
818,276,98,4,105.7
819,276,107,1,303.64
820,276,6,5,381.76
821,277,143,1,23.39
822,277,24,6,315.71
823,277,21,6,75.19
824,277,86,5,26.38
825,277,48,1,203.43
827,278,94,3,350.02
828,279,51,1,373.71
829,279,63,4,244.5
830,280,47,6,139.45
831,280,4,4,360.63
832,280,143,1,195.97
833,280,14,1,121.64
834,281,136,1,216.18
836,282,8,2,133.36
837,282,118,5,299.94
838,283,101,5,216.9
839,283,90,4,331.81
840,284,36,3,481.43
841,284,85,1,11.1
842,284,100,3,143.85
843,284,85,4,86.43
844,284,32,4,350.61
845,285,27,2,213.26
848,285,24,1,29.82
849,286,34,3,124.91
850,286,68,4,366.77
851,286,82,4,161.7
852,287,135,5,482.32
857,289,93,2,425.6
858,290,55,2,499.15
859,290,48,2,382.25
860,290,118,5,131.37
861,290,41,5,326.9
865,292,85,6,448.66
866,292,83,6,37.51
868,292,111,6,457.06
869,293,53,4,254.6
870,293,103,6,462.98
871,294,14,1,158.66
872,294,35,1,21.68
873,294,14,4,338.67
874,295,130,4,187.51
875,295,111,1,124.82
876,295,92,4,398.35
877,296,147,3,323.91
878,296,56,6,340.66
879,296,72,5,131.07
880,297,81,1,299.82
881,298,112,2,113.55
882,298,26,2,294.1
883,298,20,1,146.29
885,299,36,5,352.49
886,299,45,6,200.65
887,300,17,5,454.77
888,300,140,1,274.69
889,300,134,6,366.45
890,300,95,4,288.75
892,301,100,6,485.62
893,301,114,4,28.2
894,302,107,4,52.18
895,302,116,4,167.28
896,303,83,3,177.98
898,303,107,2,31.57
899,303,66,2,130.57
900,304,121,1,424.47
901,304,137,1,118.99
903,304,69,2,207.37
904,304,86,5,268.73
905,305,18,6,293.19
906,305,122,5,70.06
907,305,143,2,305.87
908,306,119,4,247.6
910,308,141,6,3.54
911,308,38,1,484.82
912,308,36,3,435.89
913,308,40,1,221.69
914,308,112,5,474.46
915,309,69,6,434.5
916,309,34,3,261.44
917,309,71,4,324.41
918,309,110,6,275.67
919,310,118,4,259.63
920,310,50,4,422.18
921,311,96,5,399.72
922,312,76,4,411.39
923,312,141,1,464.14
924,313,57,1,252.79
925,313,44,6,31.14
930,315,150,4,280.24
931,315,100,5,134.0
933,316,47,6,302.51
939,319,12,3,246.94
940,319,133,2,97.93
941,319,125,6,87.89
942,319,56,3,24.23
943,320,92,1,310.08
944,321,71,3,157.66
945,321,27,3,444.22
946,321,27,2,397.26
947,321,138,1,375.78
948,321,20,5,439.54
949,322,37,3,314.9
953,324,150,3,458.75
954,324,38,2,198.57
955,324,10,1,186.04
956,325,59,3,427.7
957,325,89,3,292.79
965,328,52,1,214.1
966,328,8,6,354.42
967,329,107,4,373.89
969,330,35,2,350.38
976,333,150,6,343.6
977,333,24,1,463.87
978,333,141,2,169.26
981,335,71,6,188.77
982,335,51,1,349.25
983,335,120,3,69.6
984,336,83,4,219.42
985,336,136,5,52.65
986,336,63,2,164.31
987,336,111,4,54.63
988,336,141,4,308.72
989,337,78,4,205.05
990,337,37,5,124.46
991,337,68,6,203.91
992,337,48,4,488.47
993,338,84,2,371.23
995,340,5,4,127.17
996,340,33,2,18.66
997,341,34,2,190.76
998,341,12,1,130.24
999,341,26,6,93.22
1000,341,55,6,169.76
1001,341,86,3,201.66
1002,342,110,2,257.46
1003,342,14,5,126.02
1004,342,122,2,287.71
1005,342,121,3,387.88
1006,343,104,3,35.97
1007,343,41,2,256.92
1008,343,77,4,186.63
1009,343,95,4,474.64
1010,344,60,5,345.63
1011,344,148,3,79.59
1012,344,100,5,54.32
1013,345,108,6,465.82
1014,345,74,3,216.3
1015,345,26,5,284.06
1016,345,140,1,179.18
1017,346,26,5,348.24
1018,347,54,4,346.49
1019,347,25,5,242.54
1020,347,143,4,288.2
1021,347,74,2,151.03
1025,349,130,1,57.59
1026,349,99,5,311.35
1027,349,106,5,166.33
1028,350,28,5,202.47
1029,350,70,1,43.41
1030,350,70,6,242.57
1031,350,71,1,413.29
1032,351,16,4,110.61
1033,352,24,1,290.44
1034,352,22,1,329.11
1035,352,10,5,210.36
1036,352,140,6,438.46
1037,352,37,2,447.97
1038,353,40,2,40.12
1039,353,25,5,460.63
1040,353,124,6,395.99
1041,354,150,1,153.82
1042,355,134,6,48.73
1043,355,77,4,40.32
1044,356,122,3,149.4
1045,356,62,1,319.66
1046,356,98,5,87.15
1047,356,73,1,43.95
1048,357,111,2,205.04
1049,357,43,2,249.93
1050,357,36,3,404.94
1051,357,139,5,264.28
1058,360,132,1,4.7
1059,361,139,6,486.08
1060,361,138,4,98.51
1061,361,42,2,92.95
1062,361,138,3,264.43
1063,362,77,3,363.97
1064,362,30,1,468.2
1065,362,81,4,84.87
1066,362,2,4,320.86
1067,362,126,1,233.79
1068,363,5,1,53.86
1069,363,85,1,436.18
1070,363,25,3,279.17
1071,363,33,2,256.44
1072,363,6,3,456.63
1073,364,119,1,51.38
1074,364,114,2,203.04
1075,365,142,3,392.77
1076,365,6,3,482.9
1077,365,111,1,181.57
1079,366,70,1,161.22
1080,366,58,5,295.11
1081,366,57,5,241.02
1082,366,102,3,419.17
1083,367,137,2,73.0
1084,368,2,3,355.59
1085,368,88,4,165.83
1087,368,43,1,382.16
1088,368,87,3,465.67
1094,370,32,5,25.44
1097,371,6,5,216.85
1098,372,97,6,247.64
1100,372,89,2,119.46
1101,373,120,5,144.58
1103,373,51,6,460.24
1104,373,110,6,32.03
1105,374,18,5,46.01
1106,374,141,6,361.52
1107,374,18,4,274.91
1108,374,123,2,70.34
1109,375,92,1,191.14
1110,375,132,2,44.64
1111,375,80,1,373.99
1112,375,63,5,349.35
1114,376,54,4,269.08
1115,376,142,6,173.22
1116,376,54,2,51.89
1117,376,100,2,198.28
1118,377,95,2,496.73
1119,377,64,3,159.07
1120,378,67,5,214.65
1121,378,148,3,13.78
1122,378,2,5,285.04
1123,378,86,2,29.96
1124,379,107,2,118.01
1125,379,113,2,439.04
1126,379,148,4,329.4
1127,379,51,4,492.03
1128,380,74,4,233.43
1129,381,75,1,104.2
1130,381,24,5,473.58
1131,381,63,6,80.56
1132,381,70,6,245.65
1133,381,102,6,72.89
1134,382,110,1,71.74
1135,382,13,6,148.21
1136,382,65,5,496.45
1137,382,148,5,488.72
1140,383,38,3,49.51
1141,383,13,1,449.76
1142,383,89,5,447.6
1143,384,56,6,320.54
1147,386,4,4,160.93
1148,386,116,1,463.79
1149,386,27,5,280.7
1150,386,27,1,464.14
1151,386,109,5,413.82
1152,387,52,2,239.82
1153,387,8,5,97.23
1154,387,90,4,274.08
1155,387,64,5,256.06
1156,387,37,6,281.1
1161,390,120,1,283.46
1162,390,3,2,358.37
1163,390,122,6,60.63
1164,390,36,6,327.28
1166,391,50,3,444.56
1167,391,124,6,492.77
1172,393,118,6,419.38
1178,395,74,6,247.52
1179,395,73,4,409.65
1180,395,130,6,143.96
1181,396,54,4,409.19
1182,397,37,5,429.58
1184,397,6,6,154.18
1185,397,82,1,170.95
1186,397,30,6,31.34
1187,398,82,6,192.55
1188,398,52,1,31.26
1189,399,61,4,364.38
1190,399,137,2,491.25
1191,399,72,5,301.27
1192,399,59,3,317.78
1193,399,107,5,15.29
1194,400,110,3,433.01
1195,400,66,1,455.95
1196,401,10,6,108.41
1197,402,111,2,310.51
1198,402,143,1,72.55
1199,402,105,3,379.46
1200,402,110,1,240.92
1201,402,136,2,120.39
1202,403,7,6,388.64
1203,403,103,2,217.83
1205,404,44,6,446.32
1206,404,119,5,161.04
1207,404,88,4,218.62
1209,405,8,6,147.58
1210,405,100,5,287.11
1211,405,91,3,268.59
1212,406,135,1,182.45
1213,406,48,5,92.93
1214,406,126,4,314.35
1220,408,147,2,396.92
1221,408,84,6,322.07
1222,408,95,6,249.53
1223,409,54,3,188.22
1224,409,72,4,487.67
1225,409,132,6,254.82
1226,409,59,3,472.52
1227,410,56,4,260.24
1228,410,118,5,462.38
1229,410,41,6,402.68
1230,410,65,6,299.74
1231,411,7,3,32.61
1232,411,45,4,214.78
1233,411,72,5,284.87
1234,412,37,5,318.56
1235,412,2,1,71.44
1236,412,91,2,319.1
1237,412,48,1,173.68
1242,414,135,2,278.34
1243,415,21,4,399.7
1244,415,150,1,333.78
1245,415,92,6,228.52
1248,417,109,1,213.88
1249,417,131,6,82.41
1250,418,147,5,122.53
1251,418,87,4,470.69
1252,418,85,5,459.09
1253,418,108,6,473.98
1254,419,136,5,156.36
1255,419,75,1,305.08
1256,420,38,6,125.42
1257,421,114,2,34.77
1258,421,7,6,447.96
1259,421,77,5,457.93
1260,422,150,1,111.91
1261,422,150,6,303.66
1262,423,17,2,256.09
1263,423,22,6,116.61
1264,423,141,5,394.06
1265,424,124,1,283.75
1266,424,114,3,371.02
1268,424,97,5,248.7
1269,425,89,2,252.99
1270,425,61,1,303.48
1271,425,105,4,150.91
1272,426,62,5,25.19
1273,426,34,1,375.92
1274,427,16,3,4.45
1275,427,44,2,386.16
1276,427,20,6,63.41
1277,427,107,2,339.34
1279,428,110,1,178.73
1280,428,26,4,230.01
1281,428,94,1,336.63
1282,429,56,5,383.08
1283,429,21,6,131.99
1284,430,102,4,301.22
1285,430,61,6,60.82
1286,431,37,2,202.19
1287,431,98,4,470.16
1288,431,118,5,263.8
1289,431,12,2,328.67
1290,432,18,4,90.43
1291,432,1,6,403.35
1292,432,77,6,95.23
1293,432,102,6,443.93
1294,433,100,5,195.59
1295,433,6,5,482.9
1296,433,57,5,116.24
1297,434,89,2,75.05
1303,436,65,4,292.07
1304,436,81,2,64.75
1305,436,86,3,50.18
1306,436,3,4,400.99
1307,436,81,2,205.74
1308,437,94,4,373.19
1309,437,79,2,281.6
1310,437,55,6,325.19
1311,437,136,2,59.57
1312,438,20,4,398.29
1313,438,57,6,460.7
1314,438,121,5,290.46
1315,438,15,6,180.56
1316,439,129,6,483.94
1317,439,141,1,425.75
1318,439,40,3,446.31
1319,440,48,1,421.99
1320,441,108,1,495.75
1321,441,10,5,287.01
1322,441,54,5,119.18
1323,441,14,1,401.09
1324,442,12,4,155.01
1325,442,119,3,18.96
1326,442,46,4,388.87
1327,443,108,1,105.48
1329,444,47,6,87.86
1330,444,135,6,405.26
1331,444,48,4,451.19
1332,445,75,3,277.72
1333,445,8,3,418.88
1334,445,79,3,469.18
1335,446,17,4,7.01
1336,446,80,2,311.16
1337,446,10,6,419.87
1338,446,15,2,40.82
1339,447,52,3,93.08
1340,448,45,4,218.09
1341,449,45,5,118.16
1342,449,24,6,391.87
1343,449,60,3,327.89
1344,449,97,2,96.35
1345,449,77,5,476.28
1346,450,135,5,21.53
1347,451,45,6,193.71
1348,451,85,4,171.99
1349,451,89,5,468.17
1356,453,111,1,311.75
1357,453,56,3,475.69
1358,454,101,3,259.21
1359,454,139,4,344.05
1360,454,67,6,104.59
1364,456,138,3,64.81
1365,456,85,6,270.84
1366,456,110,4,152.52
1367,456,106,2,145.9
1373,458,67,5,370.16
1375,458,13,2,443.3
1376,458,119,4,208.5
1377,458,101,3,256.19
1378,459,126,3,483.2
1379,459,74,3,357.29
1380,459,49,4,439.45
1381,459,62,4,120.66
1382,459,6,4,179.28
1383,460,77,3,383.97
1384,460,15,6,286.77
1385,461,96,6,123.36
1386,461,63,3,213.07
1387,461,52,2,216.63
1388,461,4,1,17.36
1389,462,16,3,377.47
1390,463,129,6,159.24
1391,464,129,4,140.51
1392,464,79,4,256.83
1393,464,125,3,367.34
1398,466,45,1,179.21
1399,466,100,3,227.18
1400,466,24,6,171.77
1402,467,58,4,419.64
1403,467,105,4,50.47
1405,468,108,5,176.58
1406,468,138,2,246.01
1407,469,15,5,443.44
1408,469,44,5,167.16
1410,469,25,3,477.43
1411,469,11,2,35.32
1412,470,33,2,81.02
1413,470,148,2,423.95
1414,470,27,5,237.67
1416,472,14,3,97.34
1417,472,116,1,52.6
1418,473,93,3,158.49
1419,473,111,3,443.51
1420,473,48,1,469.56
1421,473,88,4,43.77
1422,474,6,1,374.86
1424,475,32,2,253.22
1425,475,128,6,326.24
1426,475,98,1,316.82
1427,475,23,1,117.51
1428,476,127,2,229.56
1429,476,8,6,456.7
1430,476,127,3,279.58
