"row_id";"order_id";"order_date";"ship_date";"ship_mode";"customer_id";"product_id";"country";"city";"state";"postal_code";"region";"sales";"quantity";"discount";"profit"
67;"US-2015-164175";"2015-04-30";"2015-05-05";"Standard Class";"PS-18970";"FUR-CH-10001146";"United States";"Chicago";"Illinois";60610;"Central";213.115;5;0.3;-15.2225
68;"CA-2014-106376";"2014-12-05";"2014-12-10";"Standard Class";"BS-11590";"OFF-AR-10002671";"United States";"Gilbert";"Arizona";85234;"West";1113.024;8;0.2;111.3024
69;"CA-2014-106376";"2014-12-05";"2014-12-10";"Standard Class";"BS-11590";"TEC-PH-10002726";"United States";"Gilbert";"Arizona";85234;"West";167.968;4;0.2;62.988
70;"CA-2016-119823";"2016-06-04";"2016-06-06";"First Class";"KD-16270";"OFF-PA-10000482";"United States";"Springfield";"Virginia";22153;"South";75.88;2;0.0;35.6636
71;"CA-2016-106075";"2016-09-18";"2016-09-23";"Standard Class";"HM-14980";"OFF-BI-10004654";"United States";"New York City";"New York";10009;"East";4.616;1;0.2;1.731
72;"CA-2017-114440";"2017-09-14";"2017-09-17";"Second Class";"TB-21520";"OFF-PA-10004675";"United States";"Jackson";"Michigan";49201;"Central";19.05;3;0.0;8.763
73;"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"FUR-CH-10000513";"United States";"Memphis";"Tennessee";38109;"South";831.936;8;0.2;-114.3912
74;"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"FUR-FU-10003708";"United States";"Memphis";"Tennessee";38109;"South";97.04;2;0.2;1.213
75;"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"OFF-ST-10004123";"United States";"Memphis";"Tennessee";38109;"South";72.784;1;0.2;-18.196
76;"US-2017-118038";"2017-12-09";"2017-12-11";"First Class";"KB-16600";"OFF-BI-10004182";"United States";"Houston";"Texas";77041;"Central";1.248;3;0.8;-1.9344
77;"US-2017-118038";"2017-12-09";"2017-12-11";"First Class";"KB-16600";"FUR-FU-10000260";"United States";"Houston";"Texas";77041;"Central";9.708;3;0.6;-5.8248
78;"US-2017-118038";"2017-12-09";"2017-12-11";"First Class";"KB-16600";"OFF-ST-10000615";"United States";"Houston";"Texas";77041;"Central";27.24;3;0.2;2.724
79;"US-2014-147606";"2014-11-26";"2014-12-01";"Second Class";"JE-15745";"FUR-FU-10003194";"United States";"Houston";"Texas";77070;"Central";19.3;5;0.6;-14.475
80;"CA-2016-127208";"2016-06-12";"2016-06-15";"First Class";"SC-20770";"OFF-AP-10002118";"United States";"Decatur";"Alabama";35601;"South";208.16;1;0.0;56.2032
81;"CA-2016-127208";"2016-06-12";"2016-06-15";"First Class";"SC-20770";"OFF-BI-10002309";"United States";"Decatur";"Alabama";35601;"South";16.74;3;0.0;8.0352
82;"CA-2014-139451";"2014-10-12";"2014-10-16";"Standard Class";"DN-13690";"OFF-AR-10002053";"United States";"San Francisco";"California";94122;"West";14.9;5;0.0;4.172
83;"CA-2014-139451";"2014-10-12";"2014-10-16";"Standard Class";"DN-13690";"OFF-ST-10002370";"United States";"San Francisco";"California";94122;"West";21.39;1;0.0;6.2031
84;"CA-2015-149734";"2015-09-03";"2015-09-08";"Standard Class";"JC-16105";"OFF-EN-10000927";"United States";"Durham";"North Carolina";27707;"South";200.984;7;0.2;62.8075
85;"US-2017-119662";"2017-11-13";"2017-11-16";"First Class";"CS-12400";"OFF-ST-10003656";"United States";"Chicago";"Illinois";60623;"Central";230.376;3;0.2;-48.9549
86;"CA-2017-140088";"2017-05-28";"2017-05-30";"Second Class";"PO-18865";"FUR-CH-10000863";"United States";"Columbia";"South Carolina";29203;"South";301.96;2;0.0;33.2156
87;"CA-2017-155558";"2017-10-26";"2017-11-02";"Standard Class";"PG-18895";"TEC-AC-10001998";"United States";"Rochester";"Minnesota";55901;"Central";19.99;1;0.0;6.7966
88;"CA-2017-155558";"2017-10-26";"2017-11-02";"Standard Class";"PG-18895";"OFF-LA-10000134";"United States";"Rochester";"Minnesota";55901;"Central";6.16;2;0.0;2.9568
89;"CA-2016-159695";"2016-04-05";"2016-04-10";"Second Class";"GM-14455";"OFF-ST-10003442";"United States";"Houston";"Texas";77095;"Central";158.368;7;0.2;13.8572
90;"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"OFF-AR-10004930";"United States";"Los Angeles";"California";90036;"West";20.1;3;0.0;6.633
91;"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"TEC-PH-10004093";"United States";"Los Angeles";"California";90036;"West";73.584;2;0.2;8.2782
92;"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"OFF-PA-10000304";"United States";"Los Angeles";"California";90036;"West";6.48;1;0.0;3.1104
93;"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"OFF-PA-10003177";"United States";"Minneapolis";"Minnesota";55407;"Central";12.96;2;0.0;6.2208
94;"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"FUR-FU-10003799";"United States";"Minneapolis";"Minnesota";55407;"Central";53.34;3;0.0;16.5354
95;"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"OFF-BI-10002852";"United States";"Minneapolis";"Minnesota";55407;"Central";32.96;2;0.0;16.1504
96;"US-2017-109484";"2017-11-06";"2017-11-12";"Standard Class";"RB-19705";"OFF-BI-10004738";"United States";"Portland";"Oregon";97206;"West";5.682;1;0.7;-3.788
97;"CA-2017-161018";"2017-11-09";"2017-11-11";"Second Class";"PN-18775";"FUR-FU-10000629";"United States";"New York City";"New York";10009;"East";96.53;7;0.0;40.5426
98;"CA-2017-157833";"2017-06-17";"2017-06-20";"First Class";"KD-16345";"OFF-BI-10001721";"United States";"San Francisco";"California";94122;"West";51.312;3;0.2;17.9592
99;"CA-2016-149223";"2016-09-06";"2016-09-11";"Standard Class";"ER-13855";"OFF-AP-10000358";"United States";"Saint Paul";"Minnesota";55106;"Central";77.88;6;0.0;22.5852
100;"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"OFF-PA-10003256";"United States";"Chicago";"Illinois";60610;"Central";64.624;7;0.2;22.6184
101;"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"TEC-AC-10001767";"United States";"Chicago";"Illinois";60610;"Central";95.976;3;0.2;-10.7973
102;"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"OFF-BI-10002609";"United States";"Chicago";"Illinois";60610;"Central";1.788;3;0.8;-3.0396
103;"CA-2016-129903";"2016-12-01";"2016-12-04";"Second Class";"GZ-14470";"OFF-PA-10004040";"United States";"Rochester";"Minnesota";55901;"Central";23.92;4;0.0;11.7208
104;"US-2015-156867";"2015-11-13";"2015-11-17";"Standard Class";"LC-16870";"TEC-AC-10001552";"United States";"Aurora";"Colorado";80013;"West";238.896;6;0.2;-26.8758
105;"US-2015-156867";"2015-11-13";"2015-11-17";"Standard Class";"LC-16870";"FUR-FU-10004006";"United States";"Aurora";"Colorado";80013;"West";102.36;3;0.2;-3.8385
106;"US-2015-156867";"2015-11-13";"2015-11-17";"Standard Class";"LC-16870";"OFF-BI-10002794";"United States";"Aurora";"Colorado";80013;"West";36.882;3;0.7;-25.8174
107;"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"TEC-AC-10003499";"United States";"Charlotte";"North Carolina";28205;"South";74.112;8;0.2;17.6016
108;"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"TEC-PH-10002844";"United States";"Charlotte";"North Carolina";28205;"South";27.992;1;0.2;2.0994
109;"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"OFF-AR-10000390";"United States";"Charlotte";"North Carolina";28205;"South";3.304;1;0.2;1.0738
110;"CA-2015-129476";"2015-10-15";"2015-10-20";"Standard Class";"PA-19060";"TEC-AC-10000844";"United States";"Orland Park";"Illinois";60462;"Central";339.96;5;0.2;67.992
111;"CA-2017-146780";"2017-12-25";"2017-12-30";"Standard Class";"CV-12805";"FUR-FU-10001934";"United States";"New York City";"New York";10035;"East";41.96;2;0.0;10.9096
112;"CA-2016-128867";"2016-11-03";"2016-11-10";"Standard Class";"CL-12565";"OFF-AR-10000380";"United States";"Urbandale";"Iowa";50322;"Central";75.96;2;0.0;22.788
113;"CA-2016-128867";"2016-11-03";"2016-11-10";"Standard Class";"CL-12565";"OFF-BI-10003981";"United States";"Urbandale";"Iowa";50322;"Central";27.24;6;0.0;13.3476
114;"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-FA-10000621";"United States";"Columbus";"Ohio";43229;"East";40.096;14;0.2;14.5348
115;"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-EN-10002600";"United States";"Columbus";"Ohio";43229;"East";4.72;2;0.2;1.652
116;"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-PA-10004965";"United States";"Columbus";"Ohio";43229;"East";23.976;3;0.2;7.4925
117;"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-EN-10002504";"United States";"Columbus";"Ohio";43229;"East";130.464;6;0.2;44.0316
118;"CA-2015-110457";"2015-03-02";"2015-03-06";"Standard Class";"DK-13090";"FUR-TA-10001768";"United States";"Seattle";"Washington";98103;"West";787.53;3;0.0;165.3813
119;"US-2015-136476";"2015-04-05";"2015-04-10";"Standard Class";"GG-14650";"OFF-BI-10003650";"United States";"Bristol";"Tennessee";37620;"South";157.794;1;0.7;-115.7156
120;"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"FUR-FU-10002157";"United States";"Wilmington";"Delaware";19805;"East";47.04;3;0.0;18.3456
121;"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-BI-10003910";"United States";"Wilmington";"Delaware";19805;"East";30.84;4;0.0;13.878
122;"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-ST-10000777";"United States";"Wilmington";"Delaware";19805;"East";226.56;6;0.0;63.4368
123;"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-EN-10002500";"United States";"Wilmington";"Delaware";19805;"East";115.02;9;0.0;51.759
124;"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"TEC-PH-10003875";"United States";"Wilmington";"Delaware";19805;"East";68.04;7;0.0;19.7316
125;"US-2014-152030";"2014-12-26";"2014-12-28";"Second Class";"AD-10180";"FUR-CH-10004063";"United States";"Houston";"Texas";77041;"Central";600.558;3;0.3;-8.5794
126;"US-2014-134614";"2014-09-20";"2014-09-25";"Standard Class";"PF-19165";"FUR-TA-10004534";"United States";"Bloomington";"Illinois";61701;"Central";617.7;6;0.5;-407.682
127;"US-2017-107272";"2017-11-05";"2017-11-12";"Standard Class";"TS-21610";"OFF-BI-10003274";"United States";"Phoenix";"Arizona";85023;"West";2.388;2;0.7;-1.8308
128;"US-2017-107272";"2017-11-05";"2017-11-12";"Standard Class";"TS-21610";"OFF-ST-10002974";"United States";"Phoenix";"Arizona";85023;"West";243.992;7;0.2;30.499
129;"US-2016-125969";"2016-11-06";"2016-11-10";"Second Class";"LS-16975";"FUR-CH-10001146";"United States";"Los Angeles";"California";90004;"West";81.424;2;0.2;-9.1602
130;"US-2016-125969";"2016-11-06";"2016-11-10";"Second Class";"LS-16975";"FUR-FU-10003773";"United States";"Los Angeles";"California";90004;"West";238.56;3;0.0;26.2416
131;"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"TEC-PH-10002293";"United States";"Columbus";"Ohio";43229;"East";59.97;5;0.4;-11.994
132;"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"OFF-PA-10002377";"United States";"Columbus";"Ohio";43229;"East";78.304;2;0.2;29.364
133;"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"OFF-FA-10002780";"United States";"Columbus";"Ohio";43229;"East";21.456;9;0.2;6.9732
134;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-PA-10001804";"United States";"Roseville";"California";95661;"West";20.04;3;0.0;9.6192
135;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-PA-10001736";"United States";"Roseville";"California";95661;"West";35.44;1;0.0;16.6568
136;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-AR-10001149";"United States";"Roseville";"California";95661;"West";11.52;4;0.0;3.456
137;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-FA-10002988";"United States";"Roseville";"California";95661;"West";4.02;2;0.0;1.9698
138;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-BI-10004781";"United States";"Roseville";"California";95661;"West";76.176;3;0.2;26.6616
139;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-SU-10001218";"United States";"Roseville";"California";95661;"West";65.88;6;0.0;18.4464
140;"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"FUR-FU-10001706";"United States";"Roseville";"California";95661;"West";43.12;14;0.0;20.6976
141;"CA-2016-110366";"2016-09-05";"2016-09-07";"Second Class";"JD-15895";"FUR-FU-10004848";"United States";"Philadelphia";"Pennsylvania";19140;"East";82.8;2;0.2;10.35
142;"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-AR-10000940";"United States";"San Francisco";"California";94122;"West";8.82;3;0.0;2.3814
143;"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-EN-10004030";"United States";"San Francisco";"California";94122;"West";10.86;3;0.0;5.1042
144;"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-PA-10004327";"United States";"San Francisco";"California";94122;"West";143.7;3;0.0;68.976
145;"CA-2017-155376";"2017-12-22";"2017-12-27";"Standard Class";"SG-20080";"OFF-AP-10001058";"United States";"Independence";"Missouri";64055;"Central";839.43;3;0.0;218.2518
146;"CA-2015-110744";"2015-09-07";"2015-09-12";"Standard Class";"HA-14920";"OFF-ST-10003656";"United States";"Pasadena";"California";91104;"West";671.93;7;0.0;20.1579
147;"CA-2014-110072";"2014-10-22";"2014-10-28";"Standard Class";"MG-17680";"FUR-FU-10000521";"United States";"Newark";"Ohio";43055;"East";93.888;4;0.2;12.9096
148;"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"TEC-PH-10000215";"United States";"Franklin";"Wisconsin";53132;"Central";384.45;11;0.0;103.8015
149;"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"TEC-PH-10001448";"United States";"Franklin";"Wisconsin";53132;"Central";149.97;3;0.0;5.9988
150;"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"FUR-CH-10000454";"United States";"Franklin";"Wisconsin";53132;"Central";1951.84;8;0.0;585.552
151;"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"OFF-BI-10002735";"United States";"Franklin";"Wisconsin";53132;"Central";171.55;5;0.0;80.6285
152;"CA-2016-158834";"2016-03-13";"2016-03-16";"First Class";"TW-21025";"OFF-AP-10000326";"United States";"Scottsdale";"Arizona";85254;"West";157.92;5;0.2;17.766
153;"CA-2016-158834";"2016-03-13";"2016-03-16";"First Class";"TW-21025";"TEC-PH-10001254";"United States";"Scottsdale";"Arizona";85254;"West";203.184;2;0.2;15.2388
