order_item_id,order_id,product_id,quantity,unit_price
571,192,130,2,258.13
572,193,39,4,266.85
573,194,84,4,456.63
574,194,80,2,
575,194,25,5,277.18
576,195,18,6,
577,195,102,1,302.0
578,195,153,2,262.62
579,195,45,2,495.13
580,196,179,3,
581,197,84,6,377.7
582,197,79,2,211.22
583,197,99,1,46.79
584,197,53,3,77.0
585,198,22,4,84.1
586,198,33,6,198.94
587,198,108,4,466.15
588,198,34,1,311.84
589,199,114,3,148.85
590,199,41,6,10.48
591,199,131,5,152.76
592,199,70,3,363.85
593,199,141,1,170.13
594,200,92,3,88.52
595,200,71,6,383.91
596,3043,127,5,267.0
597,200,110,2,294.62
598,200,129,6,259.86
599,201,104,1,51.87
600,202,42,3,329.29
601,203,64,1,28.33
602,203,158,4,357.62
603,204,15,1,103.22
604,205,13,3,9.56
605,205,30,6,52.15
606,205,143,6,316.28
607,205,91,5,495.34
608,205,149,6,263.37
609,206,20,4,170.84
610,207,43,6,223.49
611,207,120,1,235.57
612,207,8,5,308.94
613,207,52,5,193.95
614,208,51,2,439.52
615,208,2,3,337.85
616,208,91,5,87.35
617,208,50,2,199.44
618,208,32,1,194.07
619,209,117,6,196.3
620,209,17,6,290.3
621,209,37,1,419.85
622,210,180,1,183.9
623,210,134,2,108.31
624,210,138,5,272.29
625,210,180,1,301.54
626,211,59,1,38.42
627,211,141,6,357.32
628,211,85,5,
629,212,128,2,410.67
630,212,32,2,162.51
631,212,36,1,454.08
632,213,96,4,172.66
633,213,12,5,115.86
634,214,112,3,213.16
635,214,92,1,104.18
636,214,93,3,241.9
637,215,16,4,489.41
638,215,114,1,253.12
639,215,47,2,168.17
640,215,136,2,95.41
641,216,115,3,224.32
642,217,123,6,171.11
643,217,103,6,303.06
644,218,122,4,347.96
645,218,134,5,90.65
646,218,61,3,344.59
647,218,38,5,44.65
648,218,116,3,159.19
649,219,116,4,441.27
650,219,66,1,431.74
651,219,67,2,430.58
652,219,53,6,472.02
653,220,119,6,214.69
654,221,43,3,441.87
655,221,142,5,189.27
656,221,169,2,449.55
657,221,146,1,489.71
658,222,127,1,15.56
659,222,5,1,99.43
660,222,88,1,101.55
661,223,65,4,426.85
662,223,145,4,123.11
663,224,9,3,80.67
664,224,141,6,369.87
665,224,41,4,431.01
666,224,100,6,487.55
667,224,33,6,199.38
668,225,142,3,295.29
669,3048,174,1,274.43
670,226,94,1,274.18
671,226,145,2,85.45
672,226,77,2,141.91
673,3011,150,2,98.64
674,227,92,2,453.22
675,227,16,6,170.81
676,228,58,5,278.53
677,229,50,2,83.61
678,229,42,-3,16.25
679,230,32,3,47.96
680,230,86,4,437.66
681,231,31,4,40.4
682,232,41,1,298.86
683,232,145,4,493.03
684,232,102,6,242.36
685,233,71,2,255.82
686,233,27,2,445.51
687,233,169,5,371.69
688,233,36,2,55.63
689,234,154,3,386.63
690,234,77,1,222.48
691,234,36,5,189.06
692,235,24,2,129.42
693,235,139,5,
694,236,127,4,415.27
695,236,61,5,280.42
696,236,15,4,333.76
697,236,134,5,181.56
698,237,44,3,356.17
699,237,167,3,65.29
700,237,79,6,369.35
701,237,44,2,177.13
702,237,91,6,204.65
703,3011,45,2,128.22
704,3001,42,3,286.16
705,238,107,6,69.79
706,238,88,1,182.57
707,239,158,5,369.45
708,239,95,5,69.83
709,239,23,2,5.88
710,240,37,6,201.79
711,240,108,1,219.66
712,240,135,-3,164.81
713,240,109,4,429.12
714,240,51,-3,131.71
715,241,36,6,176.44
716,241,51,4,447.7
717,241,108,1,347.2
718,242,12,4,238.27
719,242,141,1,248.72
720,243,47,2,111.94
721,243,20,2,174.64
722,243,129,5,286.43
723,244,138,2,381.25
724,244,72,2,218.64
725,244,4,1,115.89
726,245,124,3,197.23
727,245,5,1,112.53
728,245,110,4,318.64
729,246,130,5,108.5
730,246,22,4,481.62
731,246,107,2,195.69
732,246,18,3,46.3
733,247,147,1,239.26
734,247,167,3,349.66
735,247,158,3,441.5
736,247,59,4,214.13
737,247,102,4,14.06
738,248,141,2,212.05
739,249,72,-3,227.7
740,249,56,3,404.74
741,249,53,2,407.16
742,249,129,4,422.39
743,249,6,6,71.61
744,250,68,5,350.98
745,251,8,2,33.41
746,251,148,6,10.37
747,251,149,5,42.81
748,251,41,5,352.11
749,252,119,6,6.02
750,252,68,5,18.01
751,253,23,2,153.34
752,253,5,3,306.42
753,254,46,3,
754,254,136,3,456.49
755,254,63,6,436.17
756,254,120,1,252.49
757,255,70,6,441.87
758,255,14,6,441.59
759,255,37,6,166.3
760,255,12,1,488.73
761,256,13,5,18.63
762,256,17,4,85.31
763,3010,76,5,473.42
764,256,133,5,475.85
765,257,23,-3,343.66
766,257,99,2,204.85
767,257,136,1,62.66
768,258,108,3,111.52
769,258,48,3,341.19
770,259,174,3,465.43
771,260,56,1,469.58
772,260,94,2,135.33
773,260,16,4,226.08
774,261,97,6,177.91
775,261,66,1,408.13
776,262,5,4,138.17
777,262,38,6,499.04
778,262,103,2,117.72
779,263,136,5,188.3
780,263,45,1,95.44
781,263,106,-1,200.88
782,263,146,2,174.34
783,264,40,6,475.82
784,264,142,4,233.6
785,264,96,0,125.79
786,264,65,2,102.47
787,264,22,2,17.58
788,265,120,2,363.02
789,266,59,3,283.32
790,266,53,5,78.7
791,266,34,5,323.28
792,267,35,1,484.9
793,267,47,2,466.45
794,268,67,5,457.94
795,269,9,3,
796,269,94,1,206.02
797,269,147,4,382.95
798,269,75,1,398.32
799,269,42,1,242.63
800,270,4,4,322.25
801,271,16,1,381.61
802,271,86,6,300.02
803,271,124,4,151.24
804,272,71,3,3.04
805,272,114,5,66.95
806,272,2,4,40.88
807,273,9,6,391.28
808,273,62,2,297.77
809,273,50,1,39.47
810,273,89,6,369.09
811,274,67,5,184.78
812,274,102,4,4.34
813,3049,4,3,61.26
814,274,64,6,91.57
815,275,98,2,369.99
816,275,140,6,315.29
817,276,137,2,81.25
818,276,98,4,105.7
819,276,107,1,303.64
820,276,6,5,381.76
821,277,143,1,23.39
822,277,24,6,315.71
823,277,21,6,75.19
824,277,86,5,26.38
825,277,48,1,203.43
826,278,158,5,340.03
827,278,94,3,350.02
828,279,51,1,373.71
829,279,63,4,244.5
830,280,47,6,
831,280,4,4,
832,280,143,1,195.97
833,280,14,1,121.64
834,281,136,1,216.18
835,281,157,5,61.78
836,282,8,2,133.36
837,282,118,5,299.94
838,283,101,5,216.9
839,283,90,4,331.81
840,284,36,3,481.43
841,284,85,1,11.1
842,284,100,3,143.85
843,284,85,4,86.43
844,284,32,4,350.61
845,285,27,2,213.26
846,285,40,0,178.6
847,285,162,2,36.72
848,285,24,1,29.82
849,286,34,3,124.91
850,286,68,4,366.77
851,286,82,4,161.7
852,287,135,5,482.32
853,288,149,3,64.16
854,288,127,6,199.81
855,288,120,2,496.93
856,288,23,2,403.44
857,289,93,2,425.6
858,290,55,2,499.15
859,290,48,2,382.25
860,290,118,5,131.37
861,290,41,5,326.9
862,291,6,3,3.07
863,291,45,3,480.88
864,292,135,-3,243.19
865,292,85,6,448.66
866,292,83,6,37.51
867,292,177,4,492.39
868,292,111,6,457.06
869,293,53,4,254.6
870,293,103,6,462.98
871,294,14,1,158.66
872,294,35,1,21.68
873,294,14,4,338.67
874,295,130,4,187.51
875,295,111,1,124.82
876,295,92,4,398.35
877,296,147,3,323.91
878,296,56,6,340.66
879,296,72,5,131.07
880,297,81,1,299.82
881,298,112,2,113.55
882,298,26,2,294.1
883,298,20,1,146.29
884,298,153,2,220.16
885,299,36,5,352.49
886,299,45,6,200.65
887,300,17,5,454.77
888,300,140,1,274.69
889,300,134,6,366.45
890,300,95,4,288.75
891,301,172,3,344.29
892,301,100,6,485.62
893,301,114,4,28.2
894,302,107,4,52.18
895,302,116,4,167.28
896,303,83,3,177.98
897,303,121,-1,263.32
898,303,107,2,31.57
899,303,66,2,130.57
900,304,121,1,424.47
901,304,137,1,118.99
902,304,11,0,205.88
903,304,69,2,207.37
904,304,86,5,268.73
905,305,18,6,293.19
906,305,122,5,70.06
907,305,143,2,305.87
908,306,119,4,247.6
909,3022,147,6,113.72
910,308,141,6,3.54
911,308,38,1,484.82
912,308,36,3,435.89
913,308,40,1,221.69
914,308,112,5,474.46
915,309,69,6,
916,309,34,3,261.44
917,309,71,4,324.41
918,309,110,6,275.67
919,310,118,4,259.63
920,310,50,4,422.18
921,311,96,5,399.72
922,312,76,4,411.39
923,312,141,1,464.14
924,313,57,1,252.79
925,313,44,6,31.14
926,314,81,6,319.97
927,314,72,4,352.52
928,314,108,3,263.84
929,314,140,6,227.86
930,315,150,4,280.24
931,315,100,5,134.0
932,315,155,1,201.1
933,316,47,6,302.51
934,317,141,5,464.41
935,3026,26,2,16.2
936,318,100,5,61.86
937,318,124,5,195.65
938,318,71,5,425.22
939,319,12,3,246.94
940,319,133,2,97.93
941,319,125,6,87.89
942,319,56,3,24.23
943,320,92,1,310.08
944,321,71,3,157.66
945,321,27,3,444.22
946,321,27,2,397.26
947,321,138,1,375.78
948,321,20,5,439.54
949,322,37,3,314.9
950,323,106,5,15.3
951,323,109,4,407.76
952,323,35,4,250.81
953,324,150,3,458.75
954,324,38,2,198.57
955,324,10,1,186.04
956,325,59,3,427.7
957,325,89,3,292.79
958,326,54,4,355.38
959,326,89,5,143.87
960,3011,69,5,
961,326,43,6,283.58
962,327,26,3,334.82
963,327,66,2,406.0
964,327,33,6,269.4
965,328,52,1,214.1
966,328,8,6,354.42
967,329,107,4,373.89
968,329,161,6,122.53
969,330,35,2,350.38
970,331,11,2,486.06
971,331,125,-1,432.53
972,331,78,4,149.0
973,331,90,3,454.26
974,331,97,1,125.43
975,332,146,3,322.49
976,333,150,6,343.6
977,333,24,1,463.87
978,333,141,2,169.26
979,334,70,6,276.02
980,334,138,1,378.25
981,335,71,6,188.77
982,335,51,1,349.25
983,335,120,3,69.6
984,336,83,4,219.42
985,336,136,5,52.65
986,336,63,2,164.31
987,336,111,4,54.63
988,336,141,4,308.72
989,337,78,4,205.05
990,337,37,5,124.46
991,337,68,6,203.91
992,337,48,4,488.47
993,338,84,2,371.23
994,339,104,1,40.47
995,340,5,4,127.17
996,340,33,2,18.66
997,341,34,2,190.76
998,341,12,1,130.24
999,341,26,6,93.22
1000,341,55,6,169.76
1001,341,86,3,201.66
1002,342,110,2,257.46
1003,342,14,5,126.02
1004,342,122,2,287.71
1005,342,121,3,387.88
1006,343,104,3,35.97
1007,343,41,2,256.92
1008,343,77,4,186.63
1009,343,95,4,474.64
1010,344,60,5,345.63
1011,344,148,3,79.59
1012,344,100,5,54.32
1013,345,108,6,465.82
1014,345,74,3,216.3
1015,345,26,5,284.06
1016,345,140,1,179.18
1017,346,26,5,348.24
1018,347,54,4,346.49
1019,347,25,5,242.54
1020,347,143,4,288.2
1021,347,74,2,151.03
1022,348,72,6,416.18
1023,348,76,4,408.52
1024,348,150,5,152.39
1025,349,130,1,57.59
1026,349,99,5,311.35
1027,349,106,5,166.33
1028,350,28,5,202.47
1029,350,70,1,43.41
1030,350,70,6,242.57
1031,350,71,1,413.29
1032,351,16,4,110.61
1033,352,24,1,290.44
1034,352,22,1,329.11
1035,352,10,5,210.36
1036,352,140,6,438.46
1037,352,37,2,447.97
1038,353,40,2,40.12
1039,353,25,5,460.63
1040,353,124,6,395.99
1041,354,150,1,153.82
1042,355,134,6,48.73
1043,355,77,4,40.32
1044,356,122,3,149.4
1045,356,62,1,319.66
1046,356,98,5,87.15
1047,356,73,1,43.95
1048,357,111,2,205.04
1049,357,43,2,249.93
1050,357,36,3,404.94
1051,357,139,5,264.28
1052,358,73,5,32.0
1053,358,88,3,458.76
1054,358,130,2,94.56
1055,358,40,2,182.73
1056,358,3,6,149.15
1057,359,177,4,477.99
1058,360,132,1,4.7
1059,361,139,6,486.08
1060,361,138,4,98.51
1061,361,42,2,92.95
1062,361,138,3,264.43
1063,362,77,3,363.97
1064,362,30,1,468.2
1065,362,81,4,84.87
1066,362,2,4,320.86
1067,362,126,1,233.79
1068,363,5,1,53.86
1069,363,85,1,436.18
1070,363,25,3,279.17
1071,363,33,2,256.44
1072,363,6,3,456.63
1073,364,119,1,51.38
1074,364,114,2,203.04
1075,365,142,3,392.77
1076,365,6,3,
1077,365,111,1,181.57
1078,366,153,6,167.79
1079,366,70,1,161.22
1080,366,58,5,295.11
1081,366,57,5,241.02
1082,366,102,3,419.17
1083,367,137,2,73.0
1084,368,2,3,355.59
1085,368,88,4,165.83
1086,3018,150,4,251.0
1087,368,43,1,382.16
1088,368,87,3,465.67
1089,369,36,2,13.07
1090,369,101,6,48.05
1091,369,41,2,46.25
1092,369,46,3,296.4
1093,369,54,1,493.14
1094,370,32,5,25.44
1095,370,155,1,336.7
1096,3042,55,2,245.15
1097,371,6,5,216.85
1098,372,97,6,247.64
1099,3050,165,5,406.51
1100,372,89,2,119.46
1101,373,120,5,144.58
1102,373,74,-3,61.78
1103,373,51,6,460.24
1104,373,110,6,32.03
1105,374,18,5,46.01
1106,374,141,6,361.52
1107,374,18,4,274.91
1108,374,123,2,70.34
1109,375,92,1,191.14
1110,375,132,2,44.64
1111,375,80,1,373.99
1112,375,63,5,349.35
1113,375,19,3,300.92
1114,376,54,4,269.08
1115,376,142,6,173.22
1116,376,54,2,51.89
1117,376,100,2,198.28
1118,377,95,2,496.73
1119,377,64,3,159.07
1120,378,67,5,214.65
1121,378,148,3,13.78
1122,378,2,5,285.04
1123,378,86,2,29.96
1124,379,107,2,118.01
1125,379,113,2,439.04
1126,379,148,4,329.4
1127,379,51,4,492.03
1128,380,74,4,233.43
1129,381,75,1,104.2
1130,381,24,5,473.58
1131,381,63,6,80.56
1132,381,70,6,245.65
1133,381,102,6,72.89
1134,382,110,1,71.74
1135,382,13,6,148.21
1136,382,65,5,496.45
1137,382,148,5,488.72
1138,382,22,-1,321.14
1139,383,162,4,358.45
1140,383,38,3,49.51
1141,383,13,1,449.76
1142,383,89,5,447.6
1143,384,56,6,320.54
1144,385,18,1,34.75
1145,385,88,2,97.89
1146,385,132,4,161.9
1147,386,4,4,160.93
1148,386,116,1,463.79
1149,386,27,5,280.7
1150,386,27,1,464.14
1151,386,109,5,413.82
